"Formes";"Texte1";"Texte2";"Texte3";"Texte4";"Texte5";"Texte6";"Texte7";"Texte8";"Texte9";"Texte10";"Texte11";"Texte12"
"lui";0;0;0;0;0;0;0;1;0;1;0;0
"luoc";1;0;0;0;0;0;0;0;0;0;0;0
"luocs";0;0;0;0;0;2;0;0;0;0;0;0
"lur";1;0;0;0;0;0;0;0;0;0;0;0
"luzen";0;0;0;0;0;0;0;1;0;0;0;0
"luzir";0;0;0;0;0;0;0;1;0;0;0;0
"ma";1;0;0;1;0;1;1;1;2;0;2;1
"macompaing";0;0;0;0;0;1;0;0;0;0;0;0
"madompna";0;0;0;0;0;0;1;0;0;0;0;0
"maduria";0;0;0;1;0;0;0;0;0;0;0;0
"magrezisc";0;0;0;2;0;0;0;0;0;0;0;0
"magrops";0;0;0;0;0;0;0;1;0;0;0;0
"magues";0;0;0;0;0;1;0;0;0;0;0;0
"mainberta";0;0;1;0;0;0;0;0;0;0;0;0
"mains";0;0;1;0;2;1;0;0;0;0;0;0
"maint";0;0;2;0;0;0;0;0;0;0;0;0
"maintas";0;0;0;0;0;0;0;0;0;0;0;1
"maior";0;0;0;0;0;0;0;0;0;1;0;0
"mais";0;1;0;2;0;2;2;2;1;1;0;0
"mal";0;0;2;1;0;0;1;0;0;1;3;1
"mala";0;0;1;0;0;0;0;0;0;0;0;0
"malananssa";0;0;0;0;0;0;0;0;1;0;0;0
"malestar";0;0;0;0;0;0;0;0;0;0;1;0
"maleuia";0;0;0;0;1;0;0;0;0;0;0;0
"maleus";0;0;0;0;1;0;0;0;0;0;0;0
"malmenatz";0;0;0;0;0;0;0;0;0;1;0;0
"malmenet";0;0;0;0;0;0;0;0;0;0;1;0
"malmet";0;0;0;0;0;0;0;0;0;1;0;0
"malpres";0;0;0;0;0;0;0;1;0;0;0;0
"mals";1;0;0;0;0;0;0;0;1;0;0;0
"maluatz";0;0;0;0;0;0;0;0;0;0;1;0
"mame";0;0;0;0;0;0;0;0;0;1;0;0
"mamor";0;0;0;0;0;0;1;0;0;0;0;0
"mamors";0;0;0;1;0;0;0;0;0;0;0;0
"manceus";0;0;0;0;1;0;0;0;0;0;0;0
"mandamen";0;0;0;0;0;0;0;1;0;0;0;0
"mandat";0;0;0;0;0;1;0;0;0;0;0;0
"manei";0;0;0;0;0;0;0;0;0;0;1;0
"mangoisseron";0;0;0;0;0;0;0;0;0;0;0;1
"mania";1;0;0;0;0;0;0;0;0;0;0;0
"maniars";0;0;0;0;1;0;0;0;0;0;0;0
"mans";0;0;0;1;1;0;0;0;0;0;0;0
"mante";0;0;0;0;0;0;0;0;1;0;0;0
"mantener";0;0;0;0;0;0;0;0;0;0;0;1
"manteus";0;0;0;0;1;0;0;0;0;0;0;0
"mapareill";0;0;0;1;0;0;0;0;0;0;0;0
"maragde";0;0;0;0;0;0;0;1;0;0;0;0
"maria";1;0;0;0;0;0;0;0;0;0;0;0
"marit";1;0;1;0;0;0;0;0;0;0;0;0
"maritz";1;1;0;0;0;0;0;0;0;0;0;0
"mars";0;0;0;1;0;0;0;0;0;0;0;0
"mas";3;3;3;2;6;1;2;5;3;3;2;3
"matur";0;0;0;0;0;0;0;1;0;0;0;0
"mauci";0;0;0;0;0;0;1;0;0;0;0;0
"maucia";0;0;0;0;0;0;1;0;1;0;1;0
"maucietz";0;0;0;0;0;0;0;0;1;0;0;0
"maudia";0;0;0;0;0;0;0;0;0;0;1;0
"mauetz";0;0;0;0;0;0;1;0;0;0;0;0
"mauida";0;0;0;0;0;0;0;0;1;0;0;0
"mautreia";0;0;0;0;0;0;0;0;0;1;1;0
"me";0;1;0;1;0;2;1;0;0;0;0;0
"meillor";0;0;1;0;0;0;0;0;0;0;0;0
"meillura";0;0;0;0;0;1;0;0;0;0;0;0
"meilluran";0;0;0;1;0;0;0;0;0;0;0;0
"meillurar";0;0;1;0;0;0;0;0;0;0;1;0
"meins";0;1;0;0;0;0;0;0;0;0;0;0
"membre";0;0;0;0;0;0;0;0;0;1;0;0
"men";1;0;0;1;2;0;4;0;0;2;3;0
"mendeuria";0;0;0;0;0;0;0;0;0;0;0;1
"menor";0;0;1;0;0;0;0;0;0;0;0;0
"ment";0;1;0;0;0;0;0;0;0;0;0;0
"menten";0;0;0;0;0;0;0;0;1;0;0;0
"mentendia";0;0;0;0;0;0;0;0;0;0;1;0
"mententa";0;0;0;0;0;0;0;0;0;0;1;0
"mentir";0;0;0;0;0;0;0;1;0;0;0;0
"menuoi";0;0;0;1;0;0;0;0;0;0;0;0
"menutz";0;0;0;0;1;0;0;0;0;0;0;0
"mera";0;0;0;0;2;1;0;0;0;0;0;0
"merce";0;0;0;2;0;0;0;0;1;0;0;0
"merceia";0;0;0;0;0;0;0;0;0;1;0;0
"merceiars";0;0;0;0;0;1;0;0;0;0;0;0
"merces";0;0;0;1;0;0;1;1;1;1;0;0
"mers";0;0;0;1;0;0;0;0;0;0;0;0
"mes";3;0;0;0;2;0;0;0;0;0;0;1
"mescabar";0;0;0;0;0;1;0;0;0;0;0;0
"mesclan";0;0;0;0;0;0;0;0;0;0;1;0
"mespauenta";0;0;0;0;0;0;0;0;0;0;1;0
"messatgiers";0;0;0;0;0;0;0;0;0;0;1;0
"messios";0;0;0;0;0;1;0;0;0;0;0;0
"messongiers";0;0;0;0;0;0;0;0;0;0;1;0
"mestrais";0;0;0;0;1;0;0;0;0;0;0;0
"met";2;0;0;0;1;0;0;0;0;1;0;0
"meuaual";0;0;0;0;0;0;0;0;0;0;1;0
"mi";1;7;0;3;6;2;2;0;2;1;2;1
"micha";0;0;0;1;0;0;0;0;0;0;0;0
"miei";0;1;0;0;0;0;0;1;1;1;0;1
"mieills";0;1;0;0;0;0;0;0;0;0;0;0
"mieils";0;0;0;0;0;0;0;0;0;0;0;1
"mieu";0;0;0;0;0;0;0;1;0;0;0;0
"mil";0;1;0;0;0;0;0;0;0;0;0;0
"mintret";0;0;0;0;0;0;0;0;0;0;0;1
"mirais";0;0;0;0;1;0;0;0;0;0;0;0
"moc";0;0;0;1;0;0;0;0;0;0;0;0
"moiller";1;0;0;0;0;0;0;0;0;0;0;0
"moillerat";3;0;0;0;0;0;0;0;0;0;0;0
"moilleratz";1;0;0;0;0;0;0;0;0;0;0;0
"mon";0;0;2;0;1;1;2;0;4;2;1;1
"monra";0;0;0;0;0;0;0;0;0;0;1;0
"morie";1;0;0;0;0;0;0;0;0;0;0;0
"morir";0;0;0;0;0;0;0;1;1;0;0;0
"morseus";0;0;0;0;1;0;0;0;0;0;0;0
"mort";0;0;1;0;0;0;0;1;0;0;0;0
"mortal";0;0;0;0;0;0;0;0;0;0;0;1
"mortz";0;0;1;0;1;0;0;0;0;0;0;0
"mos";0;1;0;4;4;1;0;1;0;2;3;0
"mostran";0;0;0;0;1;0;0;0;0;0;0;0
"mostrar";0;0;1;0;0;0;0;0;1;0;0;0
"mostret";0;0;0;0;1;0;0;0;0;1;0;0
"mot";0;0;1;0;0;0;0;0;0;0;0;0
"motz";0;0;1;0;0;0;0;0;0;0;0;1
"mou";0;0;0;1;1;0;0;0;0;0;0;0
"mouon";0;0;0;0;0;0;0;0;1;0;0;0
"mout";0;0;0;0;0;0;0;1;0;1;0;1
"mudar";0;1;0;0;0;0;0;0;0;0;0;0
"mut";0;0;0;0;0;0;1;0;0;0;0;0
"nagues";0;0;0;0;0;1;0;0;0;0;0;0
"nai";0;0;0;0;0;1;0;0;0;0;0;0
"nais";0;1;1;0;1;1;0;0;0;0;0;0
"naisson";1;0;1;0;0;0;0;0;0;0;0;0
"nalens";0;0;1;0;0;0;0;0;0;0;0;0
"nant";0;1;0;0;0;0;0;0;0;0;0;0
"naturai";0;0;0;0;0;0;0;0;0;0;0;1
"naturau";1;0;0;0;0;0;0;0;0;0;0;0
"natz";0;1;0;0;0;0;0;0;0;0;0;0
"nauch";0;0;0;0;0;0;0;0;1;0;0;0
"nazec";0;0;1;0;0;0;0;0;0;0;0;0
"nec";0;0;2;0;0;0;0;0;0;0;0;0
"necis";0;0;0;1;0;0;0;0;0;0;0;0
"negus";0;0;1;0;0;0;0;0;0;0;0;0
"nera";0;0;0;0;1;0;0;0;0;0;0;0
"neras";0;0;0;1;0;0;0;0;0;0;0;0
"nescamparai";0;0;0;1;0;0;0;0;0;0;0;0
"nesci";0;0;0;0;0;0;0;0;0;0;1;0
"nestauc";0;0;0;0;0;1;0;0;0;0;0;0
"ni";4;0;4;3;9;9;8;2;4;6;3;3
"nibon";0;0;0;0;0;0;0;0;0;1;0;0
"nil";0;0;0;0;1;1;0;1;0;1;0;0
"nilai";0;0;0;0;0;0;0;0;1;0;0;0
"nilen";0;0;0;0;0;0;1;0;0;0;0;0
"nilenuir";0;0;0;0;0;0;1;0;0;0;0;0
"nim";0;0;0;1;0;0;1;1;0;0;0;0
"nimauenc";0;0;0;0;0;0;0;0;0;0;0;1
"nimee";0;0;0;1;0;0;0;0;0;0;0;0
"nin";0;0;0;1;0;0;0;0;0;0;0;0
"nira";0;0;0;0;1;0;0;0;0;0;0;0
"nirais";0;1;0;0;0;0;0;0;0;0;0;0
"nis";0;0;0;0;1;1;0;0;0;0;0;0
"nisasenta";0;0;0;0;0;0;0;0;0;0;1;0
"no";2;1;1;1;0;0;1;0;0;0;0;0
"nogut";0;0;0;0;0;0;1;0;0;0;0;0
"noi";0;1;2;0;0;0;0;1;0;1;2;0
"noil";0;0;0;0;0;2;0;1;0;1;0;0
"noill";1;0;0;0;1;0;0;1;0;0;0;0
"noiritz";0;1;0;0;0;0;0;0;0;0;0;0
"nois";0;0;0;0;1;0;0;0;1;1;1;2
"nol";1;1;0;0;0;1;0;0;0;0;0;1
"nolsauia";0;0;0;0;0;0;0;0;1;0;0;0
"nom";1;1;0;2;4;7;5;2;3;1;2;1
"nomaiut";0;0;0;0;0;0;1;0;0;0;0;0
"nomen";0;0;0;0;0;0;1;1;1;0;0;1
"nomes";0;0;0;0;0;0;0;0;1;0;0;0
"non";3;8;14;7;8;8;8;2;9;6;9;7
"nonport";0;0;0;0;0;0;0;0;1;0;0;0
"nonpot";0;0;0;0;0;0;0;1;0;0;0;0
"nonsens";0;0;0;0;0;0;0;0;0;0;0;1
"nos";1;0;0;1;0;0;0;0;0;0;1;0
"nosesforsa";0;0;0;0;0;0;0;0;0;0;0;1
"nostre";1;0;0;0;0;0;1;0;0;0;0;0
"notz";0;0;0;0;0;0;1;0;0;0;0;0
"nouellamen";1;0;0;0;0;0;0;0;0;0;0;0
"noues";0;0;1;0;0;0;0;0;0;0;0;0
"noueus";0;0;0;0;1;0;0;0;0;0;0;0
"nous";0;0;0;0;1;0;0;0;0;0;0;2
"nozeria";0;0;0;0;0;0;1;0;0;0;0;0
"nozia";0;0;0;0;0;0;0;0;0;0;0;1
"nuill";0;0;0;0;0;0;1;2;1;0;0;0
"nuilla";0;0;0;0;0;0;0;0;0;0;2;0
"nuills";1;0;1;1;0;0;1;0;0;0;1;0
"nuoich";0;0;0;0;0;0;0;0;1;0;1;0
"nuoig";0;0;0;0;0;0;0;0;1;0;0;0
"o";0;0;0;1;0;0;0;0;0;0;0;0
"obedien";0;0;0;0;0;0;0;1;0;0;0;0
"obedir";0;0;0;0;0;0;0;0;0;0;0;1
"obezir";0;0;0;0;0;0;0;1;0;0;0;0
"oblit";0;0;0;0;1;0;0;0;0;0;0;0
"obra";0;0;0;0;0;1;0;0;0;0;0;0
"ochaion";0;0;0;0;0;0;0;0;0;1;0;0
"ogan";0;0;0;0;0;0;0;0;0;0;1;0
"oill";0;0;0;0;0;0;0;0;1;0;0;0
"on";1;2;0;2;1;0;0;1;0;2;1;2
"onqieu";0;0;0;0;0;0;0;0;0;0;0;1
"onrar";0;0;0;0;0;0;0;1;0;0;0;0
"openria";0;0;0;0;0;0;1;0;0;0;0;0
"orgoillos";0;0;0;0;0;1;0;0;0;1;0;0
"orguoills";0;0;0;0;0;1;0;0;0;0;0;0
"ortz";0;0;0;0;1;0;0;0;0;0;0;0
"pairs";0;0;0;0;1;0;0;0;0;0;0;0
"pais";0;0;0;0;0;2;0;0;0;0;0;0
"paisser";0;0;1;0;0;0;0;0;0;0;0;0
"pan";1;0;0;0;0;0;0;0;0;0;0;0
"par";0;0;2;0;0;4;0;0;0;0;1;0
"parec";0;0;0;1;0;1;0;0;0;0;0;0
"paria";0;0;0;0;0;0;0;0;0;0;1;0
"paris";0;0;0;0;1;0;0;0;0;0;0;0
"parlan";0;0;0;0;0;0;0;0;0;0;1;0
"parlar";0;0;1;0;0;0;0;0;0;0;0;0
"parlars";0;0;0;2;0;0;0;0;0;0;0;0
"parliers";0;0;0;0;0;0;0;0;0;0;1;0
"pars";0;0;0;1;1;1;0;0;0;0;0;0
"parsoniers";0;0;0;0;0;0;0;0;0;0;1;0
"part";0;0;0;1;1;0;0;0;0;1;0;0
"parta";0;0;0;0;0;0;1;0;0;0;0;0
"partis";0;0;0;0;0;0;1;0;0;0;0;0
"partria";0;0;0;0;0;0;1;0;0;0;0;0
"paruen";0;0;0;0;0;0;0;1;0;0;0;0
"pas";1;0;0;0;0;0;0;0;0;0;0;0
"pascors";0;0;0;0;1;0;0;0;0;0;0;0
"passar";0;1;0;0;0;0;0;0;0;0;0;0
"passat";0;0;0;0;0;0;0;0;0;1;0;0
"passes";0;0;0;0;0;1;0;0;0;0;0;0
"pastor";0;0;1;0;0;0;0;0;0;0;0;0
"patz";0;1;0;0;1;0;0;0;0;0;0;0
"paubrieire";0;0;0;0;1;0;0;0;0;0;0;0
"pauc";0;1;0;2;0;0;0;0;1;0;0;0
"pauca";0;0;0;0;0;0;0;0;0;1;0;0
"pauses";0;0;0;0;0;0;0;0;0;0;1;0
"pechatz";0;1;0;0;0;0;0;0;0;0;0;0
"peior";0;0;1;0;0;0;0;0;0;0;0;0
"peire";0;0;0;0;0;0;0;0;0;0;0;1
"pel";1;0;0;0;0;0;0;0;0;0;0;0
"pels";0;0;0;0;0;1;0;0;0;0;0;0
"pena";0;0;0;0;1;0;0;0;0;0;0;0
"penas";0;0;0;0;1;0;0;0;0;0;0;0
"penes";0;0;0;0;0;1;0;0;0;0;0;0
"pens";0;1;0;0;0;0;1;0;0;1;0;0
"pensan";0;0;0;1;0;0;0;0;0;1;0;0
"penses";0;0;0;0;0;1;0;0;0;0;0;0
"penssan";0;0;0;0;0;0;0;1;0;0;0;0
"penssar";0;0;0;0;0;1;0;0;0;1;0;1
"penssars";0;0;0;1;0;0;0;0;0;0;0;0
"per";2;4;3;6;6;2;7;4;1;5;7;4
"perdes";0;0;0;0;0;0;1;0;0;0;0;0
"perdon";0;0;0;0;0;0;0;0;0;1;0;0
"perdria";0;0;0;0;0;0;1;0;0;0;0;0
"perdut";0;0;0;0;0;0;1;0;0;0;0;0
"perlor";0;0;0;0;0;0;0;1;0;0;0;0
"pero";0;1;0;0;0;2;0;1;0;0;0;1
"perqe";0;0;0;0;0;0;0;0;0;2;0;0
"perqel";0;0;1;0;0;0;0;0;0;0;0;0
"perque";0;0;1;0;1;0;0;1;0;0;0;0
"persom";0;0;1;0;0;0;0;0;0;0;0;0
"pert";0;0;0;1;0;0;0;0;0;0;0;0
"pertant";0;0;0;0;0;0;0;0;0;0;0;1
"pesanssa";0;0;0;0;0;0;0;0;1;0;0;0
"pessamen";0;0;0;0;0;0;0;0;1;0;0;0
"petit";0;0;0;1;0;0;0;0;0;0;0;0
"petitz";0;0;0;0;0;0;1;0;0;0;0;0
"picha";0;0;0;1;0;0;0;0;0;0;0;0
"pieier";0;0;0;1;0;0;0;0;0;0;0;0
"pieitz";0;0;0;0;0;0;0;2;0;1;0;0
"plagra";0;0;0;0;0;1;0;0;0;0;0;0
"plagues";0;0;0;0;0;0;2;1;0;0;1;0
"plai";0;0;1;0;0;0;0;0;0;0;0;0
"plaich";0;0;0;0;0;0;0;0;0;0;0;1
"plaideia";0;0;0;0;0;0;0;0;0;2;0;0
"plaideiars";0;0;0;0;0;0;0;0;0;1;0;0
"plaig";0;0;0;0;1;0;0;0;0;0;0;0
"plaing";0;0;0;0;0;0;0;1;0;0;0;0
"plais";0;1;0;0;0;0;0;0;0;0;0;0
"plaitz";0;1;0;0;0;0;0;0;0;0;1;0
"platz";0;1;0;0;0;0;0;1;0;0;0;0
"plazen";0;0;0;0;0;0;0;1;0;0;1;0
"plazens";0;0;0;0;0;0;0;0;1;0;0;0
"plazentiers";0;0;0;0;0;0;0;0;0;0;1;0
"plazer";0;0;0;0;0;0;0;0;1;1;0;0
"plazers";0;0;0;0;0;0;0;1;0;0;0;0
"plaziam";0;0;0;0;1;0;0;0;0;0;0;0
"pleia";0;0;0;0;0;0;0;0;0;1;0;0
"pleuitz";0;1;0;0;0;0;0;0;0;0;0;0
"plus";0;0;0;3;0;3;1;2;0;2;2;4
"pnosc";0;0;0;0;0;0;0;0;1;0;0;0
"poc";0;0;0;0;1;0;0;0;0;0;0;0
"poder";0;0;0;0;0;0;0;0;0;0;0;1
"poders";0;0;0;0;0;1;0;0;0;0;0;0
"poges";0;0;0;0;0;0;0;0;0;0;0;1
"pogra";0;0;0;0;0;0;0;0;0;0;0;1
"pogues";0;0;0;0;0;0;1;1;0;1;0;0
"poia";0;0;0;0;0;0;0;0;0;2;0;0
"poigna";0;0;0;0;0;0;0;0;1;0;0;0
"poignar";0;0;0;0;0;0;0;1;0;0;0;0
"poigner";0;0;0;0;0;1;0;0;0;0;0;0
"poirai";0;0;0;0;0;0;0;0;1;0;0;0
"poiria";0;0;0;0;0;0;1;0;0;0;1;0
"poirida";0;0;1;0;0;0;0;0;0;0;0;0
"pois";1;0;1;3;2;1;0;0;0;0;1;1
"porrai";0;1;0;0;0;0;0;0;0;0;0;0
"port";0;0;0;0;0;0;0;0;0;0;0;1
"porta";0;0;1;0;0;0;0;0;0;0;0;0
"portal";1;0;0;0;0;0;0;0;0;0;0;1
"portera";0;0;0;0;0;1;0;0;0;0;0;0
"portiers";0;1;0;0;0;0;0;0;0;0;0;0
"portz";0;0;0;0;1;0;0;0;0;0;0;0
"pos";0;0;3;0;1;0;1;0;0;0;0;0
"posca";0;1;0;0;0;0;0;0;0;0;0;0
"pot";0;1;3;0;0;0;0;0;1;0;1;3
"poz";0;0;0;1;0;0;0;0;0;0;0;0
"praiars";0;0;0;1;0;0;0;0;0;0;0;0
"pratz";0;0;0;0;1;0;0;0;0;0;0;0
"prec";0;0;0;0;0;0;0;0;1;0;0;0
"precs";0;0;0;0;1;1;0;0;0;0;0;0
"prein";1;0;0;0;0;0;0;0;0;0;0;0
"preitz";0;0;0;0;0;0;0;1;0;0;0;0
"pren";1;0;0;0;1;0;0;1;0;1;0;0
"pres";0;1;0;1;1;0;0;2;0;1;0;0
"pretz";1;0;6;1;1;2;1;0;0;3;1;0
"prezatz";0;0;0;0;1;0;0;0;0;0;0;0
"prezon";0;1;0;0;0;0;0;0;0;0;0;0
"prima";0;0;1;0;0;0;0;0;0;0;0;0
"prims";0;0;0;0;0;0;0;0;0;0;1;0
"pro";0;0;0;0;0;1;0;0;0;2;0;0
"proar";0;0;1;0;0;0;0;0;0;0;0;0
"proat";0;0;0;0;0;0;1;0;0;0;0;0
"proatz";0;0;0;0;1;0;0;0;0;0;0;0
"proesa";0;0;0;0;1;0;0;0;0;0;0;0
"pron";0;0;0;0;0;0;0;0;0;1;0;0
"pros";1;0;0;0;0;1;0;0;0;1;1;0
"puoc";0;1;0;0;0;0;0;0;0;0;0;0
"puoi";0;0;1;0;0;0;0;0;0;0;0;0
"puois";0;0;1;0;3;0;2;1;0;0;0;0
"puosc";1;2;0;0;0;1;1;1;2;0;0;0
"puosca";0;0;0;0;0;0;0;0;1;0;1;0
"qa";0;0;0;0;0;0;0;0;0;1;0;2
"qabon";0;0;0;0;0;0;0;0;0;1;0;0
"qai";0;0;0;0;0;0;0;0;0;1;0;0
"qaman";0;0;0;0;0;0;0;0;0;0;1;0
"qamon";0;0;0;0;0;0;0;1;0;0;0;0
"qamors";0;0;0;0;0;0;0;0;0;0;1;0
"qan";0;2;3;3;3;1;1;2;0;1;1;0
"qanc";0;0;1;0;0;0;0;0;0;0;0;0
"qand";1;1;0;0;2;0;0;0;0;0;0;3
"qanz";0;0;0;0;0;1;0;0;0;0;0;0
"qaura";0;0;0;0;1;0;0;0;0;0;0;0
"qe";1;0;0;0;1;3;0;0;2;2;0;0
"qec";0;0;0;0;0;0;1;0;0;0;0;0
"qecs";0;0;0;0;0;0;0;1;1;0;0;0
"qeil";1;0;1;1;1;0;0;1;0;1;1;1
"qeira";0;0;0;0;0;0;0;0;0;1;0;0
"qeis";1;0;3;0;1;3;0;0;0;0;0;0
"qel";1;0;2;0;0;0;0;2;0;3;2;0
"qelam";0;0;0;0;1;0;0;0;0;0;0;0
"qella";0;0;0;0;0;0;0;1;0;0;0;0
"qelmon";0;0;0;0;0;0;0;0;0;0;1;0
"qels";0;0;0;0;0;1;0;0;0;0;0;0
"qem";0;0;0;1;4;0;3;2;5;1;2;2
"qen";0;2;1;6;0;0;0;1;1;1;4;1
"qenbaillia";0;0;0;0;0;0;0;0;1;0;0;0
"qenseingn";0;0;1;0;0;0;0;0;0;0;0;0
"qentendant";0;0;1;0;0;0;0;0;0;0;0;0
"qentot";0;0;0;0;0;0;1;0;0;0;0;0
"qentre";0;0;0;0;1;0;0;0;0;0;0;0
"qentrels";0;0;0;0;1;0;0;0;0;0;0;0
"qera";0;0;0;1;0;0;0;0;0;0;0;0
"qeram";0;0;0;0;1;0;0;0;0;0;1;0
"qeras";0;0;0;0;1;0;0;0;0;0;0;0
"qerre";0;0;0;1;0;0;0;0;0;1;0;0
"qes";1;0;0;0;0;0;0;0;0;0;0;0
"qet";0;0;0;1;0;0;0;0;0;0;1;0
"qi";0;0;0;0;1;0;0;0;0;0;0;0
"qier";0;1;0;1;0;0;0;0;0;0;0;0
"qieu";1;4;1;1;1;1;3;2;0;1;7;2
"qieus";0;0;0;0;0;0;0;0;0;0;0;1
"qil";0;0;0;0;0;0;0;0;0;3;0;0
"qils";0;0;0;0;0;1;0;0;0;0;0;0
"qim";0;0;0;0;0;0;0;0;0;0;0;1
"qinz";0;0;0;0;0;0;0;0;0;0;1;0
"qnc";0;1;0;0;0;0;0;0;0;0;0;0
"quand";1;0;0;0;0;0;0;0;0;0;0;0
"que";5;4;7;10;9;14;16;8;15;9;14;3
"queel";0;0;0;0;0;0;0;0;0;0;0;1
"queeu";0;0;0;0;0;0;1;0;0;0;0;0
"quelamics";0;0;0;0;0;0;1;0;0;0;0;0
"quen";0;0;0;0;0;0;0;0;0;1;0;0
"quers";0;0;0;1;0;0;0;0;0;0;0;0
"questiers";0;0;0;0;0;0;0;0;0;1;0;0
"queu";0;0;0;0;0;0;0;0;1;0;0;1
"qui";1;1;1;2;1;3;0;3;1;1;1;3
"quieu";0;2;0;0;0;0;0;0;0;0;0;0
"quii";0;0;0;0;0;0;0;0;0;1;0;0
"quil";0;0;0;0;0;0;0;0;0;0;1;0
"quis";0;1;0;0;0;0;0;0;0;0;0;0
"quo";0;0;0;0;0;0;0;0;0;0;0;1
"qus";0;0;1;0;0;0;0;0;0;0;0;0
"ram";1;0;0;0;0;0;0;0;0;0;0;0
"rars";0;0;0;1;0;0;0;0;0;0;0;0
"razon";0;0;1;0;1;0;0;0;0;1;0;0
"razonar";0;0;0;0;0;1;0;0;0;0;0;0
"razones";0;0;0;0;0;1;0;0;0;0;0;0
"razos";0;1;0;0;0;1;0;0;0;0;0;0
"re";0;0;0;0;0;0;1;0;0;0;0;0
"recobrar";0;0;0;0;0;1;0;0;0;0;0;0
"recreia";0;0;0;0;0;0;0;0;0;1;0;0
"recrezen";1;0;0;0;0;0;0;0;0;0;0;0
"refers";0;0;0;1;0;0;0;0;0;0;0;0
"refraing";0;0;0;0;0;0;0;1;0;0;0;0
"reis";1;0;0;0;0;0;0;0;0;0;0;0
"remaigna";0;0;0;1;0;0;0;0;0;0;0;0
"remaing";0;0;0;0;0;0;0;1;0;0;0;0
"remaner";0;0;0;0;0;0;0;0;0;0;0;1
"remases";0;0;0;0;0;1;0;0;0;0;0;0
"remir";0;0;0;0;0;0;0;0;0;0;0;1
"ren";0;0;1;2;0;0;1;1;2;1;2;0
"repayma";0;0;1;0;0;0;0;0;0;0;0;0
"repenta";0;0;0;0;0;0;0;0;0;0;1;0
"res";0;0;0;1;0;0;0;1;0;1;0;1
"resortz";0;0;0;0;1;0;0;0;0;0;0;0
"resplandir";0;0;0;0;0;0;0;1;0;0;0;0
"resson";0;0;0;0;0;0;0;0;0;1;0;0
"restaura";0;0;0;0;0;0;0;0;0;0;1;0
"reten";0;0;0;0;1;0;0;0;0;0;0;0
"retenir";0;0;0;0;0;0;0;0;1;0;0;0
"retrais";0;0;0;0;1;0;0;0;0;0;0;0
"retrar";0;0;0;0;0;0;0;0;0;0;1;0
"reuerta";0;0;1;0;0;0;0;0;0;0;0;0
"reuiu";0;1;0;0;0;0;0;0;0;0;0;0
"ri";0;0;0;0;1;0;0;0;0;0;0;0
"ric";0;0;1;0;0;0;1;0;0;0;0;0
"richa";0;0;0;1;0;0;0;0;0;0;0;0
"ricors";0;0;0;0;0;1;0;0;0;0;0;0
"rics";0;0;0;0;1;0;0;0;0;1;0;0
"rictat";0;0;0;0;0;0;0;0;1;0;0;0
"rocha";0;1;0;0;0;0;0;0;0;0;0;0
"sa";1;0;2;0;0;1;1;0;0;0;4;0
"sab";0;0;0;1;0;0;0;0;0;0;0;0
"saber";0;0;0;2;0;1;0;0;1;0;0;2
"sabers";0;0;1;0;0;0;0;0;0;0;0;0
"sabon";0;0;1;0;0;0;0;0;0;0;0;0
"sabor";1;0;2;0;0;0;0;0;0;0;0;0
"sabretz";0;0;0;0;1;0;0;0;0;0;0;0
"sabria";0;0;0;0;0;0;0;0;0;0;0;2
"sabricha";0;0;0;1;0;0;0;0;0;0;0;0
"sacsetz";0;0;0;0;0;0;0;0;0;0;0;1
"saficha";0;0;0;1;0;0;0;0;0;0;0;0
"safraing";0;0;0;0;0;0;0;1;0;0;0;0
"safrais";0;0;0;0;1;0;0;0;0;0;0;0
"sagenssa";0;0;0;0;0;1;0;0;0;0;0;0
"sagramen";0;1;0;0;0;0;0;0;0;0;0;0
"sai";0;1;0;0;0;0;1;0;1;0;0;2
"saicel";0;0;0;0;0;0;0;0;0;1;0;0
"sainta";1;0;0;0;0;0;0;0;0;0;0;0
"salegra";0;0;0;1;0;0;0;0;0;0;0;0
"saluador";1;0;0;0;0;0;0;0;0;0;0;0
"samador";0;0;0;0;0;1;0;0;0;0;0;0
"samor";0;0;0;0;0;0;0;0;0;0;1;0
"samors";0;0;0;0;0;0;1;0;0;0;0;0
"san";0;0;0;1;0;0;0;0;0;0;0;0
"sap";0;0;1;0;0;1;1;2;0;0;0;1
"saparenta";0;0;0;0;0;0;0;0;0;0;1;0
"sapel";0;0;0;0;0;1;0;0;0;0;0;0
"sas";0;0;0;0;1;0;0;0;0;0;0;0
"sataing";0;0;0;0;0;0;0;1;0;0;0;0
"sauais";0;1;0;0;1;1;0;0;0;0;0;0
"sauaric";0;0;0;0;0;0;1;1;0;0;0;0
"sauen";0;0;0;0;1;0;0;0;0;0;0;0
"sauenia";0;0;0;0;0;1;0;0;0;0;0;0
"saup";0;0;0;0;0;0;0;0;0;0;1;0
"sazos";0;0;0;0;0;2;0;1;0;0;0;0
"sciensa";0;0;0;0;0;0;0;0;0;0;0;1
"se";0;0;0;0;0;0;0;0;0;0;1;0
"sec";0;0;3;2;0;0;0;0;0;0;0;0
"segle";0;0;0;0;0;0;0;0;0;0;0;1
"segre";0;0;0;0;0;0;0;0;0;0;0;1
"segues";0;0;0;0;0;0;0;0;0;1;0;0
"segurs";0;1;0;0;0;0;0;0;0;0;0;0
"seignen";0;0;0;0;0;0;0;1;0;0;0;0
